lat,lon,landcover
37.30381031756346,12.848044221061643,AgriculturalArea
59.03271999279061,11.999584238830426,ForestNaturalAreas
42.274530990663926,-16.266343590300508,ArtificialSurfaces
38.51989764930411,14.5074775364941,ForestNaturalAreas
42.47738572470837,1.3846791680117714,ForestNaturalAreas
46.36682428573139,5.735981941910108,Water
50.60970242519,11.592277652366317,AgriculturalArea
44.85211184337739,-3.626180037828192,ForestNaturalAreas
63.92889479578087,15.113815592943046,ForestNaturalAreas
45.741057359089375,6.545503687998341,AgriculturalArea
45.39113749811326,-12.784198678811864,ForestNaturalAreas
60.09299173237206,-12.279498815067232,Water
59.92489471290768,12.675049962013524,ForestNaturalAreas
51.25911380483294,1.5454895998335594,AgriculturalArea
52.0000992536763,19.326865033391,AgriculturalArea
67.25468709955322,-6.191335537549051,Wetlands
59.12290611623223,18.11024180713309,ForestNaturalAreas
36.72010030865667,34.49553107561393,ArtificialSurfaces
39.2120309173057,33.52050999171073,Water
49.75234946605575,2.9206242440710524,ForestNaturalAreas
43.85262457049544,0.4337549892923136,AgriculturalArea
38.5331665000794,-17.121166042916922,ForestNaturalAreas
50.06308308460614,11.755522179550598,AgriculturalArea
69.38552137613273,-7.4586546706462284,ForestNaturalAreas
66.50627282725657,-21.61518045831231,Water
66.0223103115143,-8.598981187834179,Wetlands
39.87347734573444,-23.635776068758048,ForestNaturalAreas
60.49941344810116,15.95689791276239,ForestNaturalAreas
42.316163245445665,7.5615037059576276,ForestNaturalAreas
50.90297050151176,4.195212231822738,ForestNaturalAreas
45.227753351223555,4.755094142754441,AgriculturalArea
37.30906614876405,33.49279900091319,AgriculturalArea
44.88640937910221,1.446046217788829,Water
57.05658785101613,-3.8880407712212457,AgriculturalArea
64.5917302485809,-23.18152871324602,Water
65.33807042170761,26.4196646522604,ForestNaturalAreas
59.16868052804771,-15.101996631567197,AgriculturalArea
63.75628698252547,15.574570300193686,Wetlands
46.65471828293919,6.808966495032213,AgriculturalArea
52.50491389269265,8.150572497092364,AgriculturalArea
46.96443099425209,-4.000355277324933,ForestNaturalAreas
36.88210182482865,-25.06417194335928,Water
41.19283448164584,1.9127330895398755,Water
46.423023720268034,-5.350423919263382,AgriculturalArea
39.75850246555734,15.6522567573182,AgriculturalArea
39.542942398940085,17.013574608142676,AgriculturalArea
45.686178472676424,9.878494772672823,AgriculturalArea
63.17806621644301,-13.993634080489048,ForestNaturalAreas
41.153783929017784,11.98760799862326,AgriculturalArea
49.67945084765539,10.44884334621188,AgriculturalArea
66.56790432142175,27.537701276881133,ForestNaturalAreas
37.20228516950782,11.549969608322868,Water
65.35181263284261,-12.282866517588731,ForestNaturalAreas
39.5657717494869,14.287623004820198,ForestNaturalAreas
42.67497383655416,-1.4058713998353698,Water
46.28568081452611,4.244932456218067,ForestNaturalAreas
67.33999087596537,-8.14332224097479,ForestNaturalAreas
54.34801731953136,2.1560653126783302,AgriculturalArea
47.01837711412394,-0.0671602715002244,ForestNaturalAreas
53.41861084979137,3.8199406698577554,ForestNaturalAreas
41.9960830025941,9.21106183134641,AgriculturalArea
54.38838646002693,20.324180351410032,Water
71.07980312257293,29.318856284345863,Water
46.06507617815479,22.42805918006594,ForestNaturalAreas
65.75224533359221,-20.594687484512797,Water
65.80770214337817,18.104600835641648,ForestNaturalAreas
51.73939532761544,20.72490606853196,AgriculturalArea
36.65944008634628,37.06091167493122,AgriculturalArea
48.26095816705043,-17.534245001292458,ForestNaturalAreas
65.90049893287039,-17.50815835621441,ForestNaturalAreas
41.89377099170494,-15.854990863719674,ForestNaturalAreas
52.7001599128657,1.0962384025129075,AgriculturalArea
39.52832247998487,11.531595417192603,ForestNaturalAreas
40.85240675243719,17.64400262551718,AgriculturalArea
66.24843306278547,19.953394306291703,ForestNaturalAreas
45.15067135235072,1.953812734019247,Water
39.43862988373512,-22.344051984471907,ForestNaturalAreas
41.35672198496712,-18.577618765352693,ForestNaturalAreas
54.38744859341265,-0.7548520340733819,ForestNaturalAreas
50.82253922985905,12.27333789536601,ArtificialSurfaces
53.17817988629455,-6.2816445245474615,AgriculturalArea
39.86663881847474,17.50536298980763,ForestNaturalAreas
45.31139422894279,24.501392779069825,AgriculturalArea
38.66298163480758,34.17663000762243,AgriculturalArea
59.62906440847254,-4.675034439154215,ForestNaturalAreas
48.847976680159974,1.5578252501309098,ForestNaturalAreas
42.003732668810656,23.530286699379584,Water
68.95489715551352,17.71879501785644,Water
38.77056813694064,-18.410179071461776,AgriculturalArea
45.272492836378866,10.015850255198862,AgriculturalArea
43.61282233295338,18.457047853754283,AgriculturalArea
39.553743060907614,-22.63573748739156,ForestNaturalAreas
62.043184870400104,-13.865141385091242,ForestNaturalAreas
46.472019373288376,-5.182886602951883,ForestNaturalAreas
54.349821400270166,-3.900460898614767,Water
41.48937443190655,9.298615895471196,AgriculturalArea
69.94717547767658,20.00090524331246,Water
39.46613389140228,-15.183444261025002,Water
42.501067201811274,9.355530233133116,ForestNaturalAreas
60.858861076484445,-13.569752305722336,ForestNaturalAreas
57.00804957570319,-12.364031138284986,ForestNaturalAreas
49.713954935151335,27.281405021488947,AgriculturalArea
48.2584694763367,11.622659607067712,AgriculturalArea
40.056095228552174,-11.188388020564991,AgriculturalArea
43.35117348652435,7.267989976338012,ForestNaturalAreas
49.48913437429469,6.661028679400922,AgriculturalArea
41.009728021374414,-17.836016224936294,AgriculturalArea
62.75345986930833,30.98726045456125,Water
39.246716576557304,15.875909023994858,AgriculturalArea
41.78960757270302,35.695473525144216,Water
51.18022356852392,-3.9405362967386752,ForestNaturalAreas
56.46002520396371,-6.762223954871754,Water
55.27446921335184,-4.637523001761735,AgriculturalArea
39.655908072595,18.145813728382866,ForestNaturalAreas
56.95477870068832,-6.238100004667864,ForestNaturalAreas
41.44569083746708,11.382702269995978,AgriculturalArea
39.866775995004275,22.788372965964925,AgriculturalArea
62.399311226123835,-1.0877377403823378,ForestNaturalAreas
47.65651248739768,23.93725970847263,ForestNaturalAreas
42.541138491125544,8.196428028338296,AgriculturalArea
44.293946662050054,-13.31389717151471,AgriculturalArea
50.46991331749042,10.508885637317748,AgriculturalArea
40.02398021181386,14.177025278929406,ForestNaturalAreas
37.78436147994932,30.4731537392174,AgriculturalArea
41.6203308520993,-10.206935923013765,AgriculturalArea
39.35895842433439,34.076774798798375,ArtificialSurfaces
55.89606605004962,2.4865927743937095,AgriculturalArea
64.19276867674537,20.752183471428516,ForestNaturalAreas
55.75032877531101,28.38805423485305,Water
47.98651561153062,5.954826968015066,AgriculturalArea
60.64462917962759,17.531716615420585,Wetlands
50.67237196220199,23.010972829259668,AgriculturalArea
45.21458282545729,-17.28091200850396,ForestNaturalAreas
53.792457907773496,-3.5537941326039175,AgriculturalArea
42.71023554830589,25.13020314671749,ForestNaturalAreas
53.39571828950547,-1.004413789968898,AgriculturalArea
53.62855518097883,21.525204654310727,ArtificialSurfaces
42.54075129816927,1.1139402819382629,AgriculturalArea
39.43786902283719,13.07709054003478,AgriculturalArea
40.04718499611973,-3.8196931464901898,AgriculturalArea
46.900335929276,11.38820832738998,ForestNaturalAreas
47.86757323302114,-0.9036779710526354,AgriculturalArea
54.33769303693914,17.173147706212426,ForestNaturalAreas
40.72831086207593,-10.78841365239,ArtificialSurfaces
53.867526458870465,14.760325548475375,Water
62.59872917613527,18.22858633000692,ForestNaturalAreas
38.99604058334318,16.413105081955422,AgriculturalArea
58.0615034907163,-2.834547393646798,Water
50.68808600099081,-5.6500447698678835,AgriculturalArea
41.964374945883435,-15.044293208225223,ForestNaturalAreas
48.63782609555863,5.457737783750469,ForestNaturalAreas
