lat,lon,landcover
55.960988797467294,23.15305405109425,Water
40.796790473222664,35.06445597922387,ForestNaturalAreas
61.4017274716983,-0.9307505383856706,ArtificialSurfaces
55.279473896119185,-3.8527297528129494,Water
59.42964759810488,-6.145087446018603,ForestNaturalAreas
45.86590546669983,-0.4408974397973558,ForestNaturalAreas
38.26344489651411,11.46069346271656,AgriculturalArea
52.29063512587798,1.4389828303711092,ArtificialSurfaces
36.86800926234677,13.059670165035858,AgriculturalArea
52.402201476075206,18.468269737986784,Water
59.41411302351637,12.323607738792338,AgriculturalArea
58.32561166280208,24.51237225691154,Water
55.023820822936955,-3.4260371115978567,Water
57.36995724046777,-1.3817801726725556,Water
58.78164224909505,-3.786886237687167,ForestNaturalAreas
44.3825877013284,27.899744587499185,AgriculturalArea
41.70433843294859,18.64774373827981,AgriculturalArea
44.75761133590061,18.64446333983085,Water
66.53398314007468,17.67420177318839,ForestNaturalAreas
41.509758929151296,11.581728346261364,ForestNaturalAreas
44.6719042733351,-13.964770340615322,AgriculturalArea
39.48741468734546,-10.976767867569093,Water
43.40113025331571,-15.931466117042026,ForestNaturalAreas
67.50979314944793,20.583014973295302,ForestNaturalAreas
50.31348540133738,37.8620431888865,Water
43.787358395432385,1.412935313389108,Water
47.95496730926109,-5.914969151948799,ForestNaturalAreas
56.976008985091674,26.94133071146332,ForestNaturalAreas
40.777417274654894,-0.1649848919428442,Water
45.3509926728871,29.261647150633173,AgriculturalArea
50.23651987079413,11.63825524596312,AgriculturalArea
63.136062191788625,15.10467393674331,AgriculturalArea
45.878468145493734,-4.642095092498201,ArtificialSurfaces
46.01336066227445,6.280555284541255,AgriculturalArea
39.28659726961084,13.108244308956028,AgriculturalArea
60.35811239233723,4.7726487899276195,Water
52.593215658746914,16.017292710917722,AgriculturalArea
55.61156437522694,-13.822681638713108,AgriculturalArea
69.39286726070816,19.177671686571117,ForestNaturalAreas
60.96585578751887,-12.90604071638788,ForestNaturalAreas
52.63366668427471,2.021869867844785,ArtificialSurfaces
45.037691274835595,18.912217614807073,Water
41.51601397017947,3.6074567903153434,AgriculturalArea
51.16714443798368,23.395469551652692,AgriculturalArea
49.33976594622819,13.865255371830743,ForestNaturalAreas
45.7666921749358,24.822807596382376,AgriculturalArea
49.01339379986929,-6.66914015494205,AgriculturalArea
38.00664812955769,3.919313752483745,ArtificialSurfaces
46.77351097432739,20.86575812432894,ForestNaturalAreas
41.1045049433449,3.253217595138728,AgriculturalArea
46.11132525872171,-16.053378305714446,ForestNaturalAreas
40.05341116134546,-9.801009226143126,ForestNaturalAreas
41.661106887474766,35.46554422983759,Water
39.48589624699653,17.20867238610798,ForestNaturalAreas
51.17952744453276,19.464626988379177,AgriculturalArea
54.69216779720952,16.83212347326287,Wetlands
54.322165005822974,20.4415139771899,Water
57.8958920495058,3.9676221038398247,Water
64.59976203885934,-10.934291516895874,ForestNaturalAreas
39.7587026851716,33.767043249395876,AgriculturalArea
51.13850088431643,0.8007874702817179,ForestNaturalAreas
42.93146990699206,0.4361779782754267,AgriculturalArea
43.08713279230675,24.172623384999447,ForestNaturalAreas
68.94608052108225,20.95198041827148,ForestNaturalAreas
62.13511749048753,30.346189083516197,ForestNaturalAreas
53.726477675806315,-5.656601460163602,AgriculturalArea
52.63269165846766,4.527189577408483,AgriculturalArea
63.53851614303367,-10.99664606153768,ForestNaturalAreas
47.50647556879727,9.796376532973085,AgriculturalArea
46.94187478031627,-11.337776845163576,AgriculturalArea
44.95939743044182,27.241036360283612,ForestNaturalAreas
57.477605657799614,23.48126519076652,Wetlands
52.858083096531054,4.310922799173639,AgriculturalArea
43.94996029037157,-1.6561224485496144,Water
40.256604085458704,26.332406997806117,Water
51.93155408781048,12.5562336752195,ArtificialSurfaces
65.41937852074412,22.387412647968745,ForestNaturalAreas
49.986180138705535,11.264690724225565,AgriculturalArea
53.19335210413974,-4.156192417111458,AgriculturalArea
55.49811649778574,-2.929959752138037,Water
41.14330430014809,32.087593302872286,ForestNaturalAreas
56.37555659513699,-16.323701137253796,ForestNaturalAreas
41.81719922763847,26.12157677145268,Water
43.779400384071224,20.052583825277686,AgriculturalArea
39.679327815589765,18.93577401573586,Water
37.77449471172355,5.609318539925425,ForestNaturalAreas
46.04607460310729,9.4275240367046,ForestNaturalAreas
45.61698449562742,-10.817467655598644,AgriculturalArea
46.73661361870224,18.693052357020335,Water
65.99423078533113,21.010169936876977,ForestNaturalAreas
65.4337743791215,-2.672383960050258,ForestNaturalAreas
54.51414813630259,0.8260790537267227,Water
49.20427718637914,19.480287709238223,Water
60.60775803007024,0.3472724013679834,ForestNaturalAreas
42.37138616530635,-18.305344377641052,ArtificialSurfaces
36.737836900688926,33.110432446857544,AgriculturalArea
45.6637386713326,-17.554986959152682,AgriculturalArea
54.32160641069314,5.240107396697538,Wetlands
64.09009281412855,26.34660428211192,ForestNaturalAreas
47.419423429465425,-2.47149574656032,ForestNaturalAreas
41.8198136119351,1.957894822254297,AgriculturalArea
42.60297020882056,18.884367209925266,ForestNaturalAreas
70.15249094789768,22.86897746691081,ForestNaturalAreas
52.49261237044393,16.39311395666128,AgriculturalArea
59.18843876309368,0.570449285272738,Water
42.21701491323414,-9.789341272856108,ForestNaturalAreas
54.89161572611969,-3.3264811567549657,Water
40.37965327988423,18.256231464277136,AgriculturalArea
38.53248433267451,30.02845989070478,ForestNaturalAreas
46.25807115135305,0.5023866934482814,ForestNaturalAreas
53.21933155860597,29.453234218577464,AgriculturalArea
49.54715904752188,28.804968192640217,AgriculturalArea
47.928376279668385,13.440039251966688,ForestNaturalAreas
39.33263872424715,37.804751755414784,AgriculturalArea
64.99823922353087,-10.800541585780188,Water
54.49023097573497,29.357064509844516,Water
62.31518434453638,30.74217362001921,ForestNaturalAreas
38.76916437736468,-23.025953534573414,ForestNaturalAreas
38.64762312747143,41.29637813574002,ForestNaturalAreas
42.305811895668604,14.552541797278243,AgriculturalArea
50.92449744756041,-0.3382627733264802,AgriculturalArea
64.37026245168818,-2.2860885699958664,ForestNaturalAreas
42.16250156907837,28.90698649558723,ForestNaturalAreas
47.9182163666724,-1.4185017636291657,AgriculturalArea
42.720985210181574,10.621183563554268,AgriculturalArea
49.3323704128676,3.9892581467067343,ForestNaturalAreas
59.90271649862477,4.564953510684889,Water
63.080497960376974,-2.3736595196264028,ForestNaturalAreas
45.64428210278243,24.359009622554417,AgriculturalArea
53.25711129544149,2.032637944740446,ForestNaturalAreas
43.84835168949755,-14.22808715524688,AgriculturalArea
36.35038763047811,4.277136318969903,AgriculturalArea
56.75864074461334,-4.189358055138268,ForestNaturalAreas
40.3671758629097,40.5273992345676,AgriculturalArea
46.22352619553433,37.56629327593715,Water
36.539747112853554,-10.039996902728012,Water
46.961801187955075,-14.627180752926051,ArtificialSurfaces
38.18173761407656,31.863227797580333,AgriculturalArea
61.09129441208192,-7.578296971126485,ForestNaturalAreas
55.78486698389563,1.7201022678358031,AgriculturalArea
52.05828952420768,12.545269406230492,ArtificialSurfaces
53.574907563493646,5.906013314147017,AgriculturalArea
62.87664502678445,11.300108903667732,Water
41.14731335571714,5.769517323628224,Water
49.5418336788248,-5.7119796509492495,ForestNaturalAreas
54.03406116580295,-3.8161052992938425,ForestNaturalAreas
46.859326912169585,-11.80014493933701,ForestNaturalAreas
40.72316801486009,-22.51533564996394,ForestNaturalAreas
61.73773118597988,-2.0781506089286492,ForestNaturalAreas
40.26181791469669,14.464711858166488,ForestNaturalAreas
42.75841571867599,-13.77929359818035,AgriculturalArea
54.05931374185455,15.939704525517866,AgriculturalArea
46.63606333698137,6.981006628428215,AgriculturalArea
44.88160422858088,11.894959265709716,AgriculturalArea
40.75787727615246,12.892607956155423,ForestNaturalAreas
48.208532242255515,2.7824708699173053,AgriculturalArea
48.030227034016896,-3.759798189451587,ForestNaturalAreas
43.19300750844843,14.834014913161136,ForestNaturalAreas
52.86193804055739,2.746567196525752,AgriculturalArea
63.783129104624415,-19.53588351094629,ForestNaturalAreas
39.48833144149151,-11.782209467577998,Water
41.498999810595926,15.373723497654527,AgriculturalArea
55.25573650599212,19.485103884448584,Water
40.0757166207682,33.23114020343415,ForestNaturalAreas
44.90329019489936,3.5575055147656216,ForestNaturalAreas
41.22867462418606,10.790565636488784,ForestNaturalAreas
60.32874016600291,18.622274999245324,Wetlands
36.75597502524108,-16.228145469431652,ForestNaturalAreas
39.54692441918474,32.10857267124467,AgriculturalArea
68.52941525112456,16.787818363066478,Water
69.69045864001816,30.676570844283106,ForestNaturalAreas
56.00463121143319,-12.406580069040611,ForestNaturalAreas
42.41603400591812,8.815897957580885,ForestNaturalAreas
