lat,lon,landcover
55.5971611311217,21.293194574322516,Wetlands
40.73746410366311,36.25371619811724,AgriculturalArea
47.866277277928646,-12.75322831995665,ForestNaturalAreas
47.32240155508936,5.337775007535748,ForestNaturalAreas
64.11602841948104,-19.52796021493457,ForestNaturalAreas
59.72641039487102,3.855792251678926,Water
36.98018325285821,16.03375497572425,Water
40.381334384867074,18.329831967451817,ForestNaturalAreas
43.8224439190348,18.577742285610913,ForestNaturalAreas
38.80245017253659,6.963662244902641,Water
37.97684004131624,16.60633679739198,AgriculturalArea
37.8576384695639,35.52151551435755,ForestNaturalAreas
57.91170891317784,29.191364765159285,Water
51.61882723444683,-5.299746874183081,AgriculturalArea
70.19164971679578,25.99108469176608,ForestNaturalAreas
45.32613655624477,-6.602538117559871,AgriculturalArea
42.93930442170197,-1.106113461712226,Water
69.91446005451267,-10.79548796611176,Water
41.89954977086215,28.99508420598979,ForestNaturalAreas
44.55760702413407,10.007188976183889,ForestNaturalAreas
37.55302031738082,29.504298602553565,ForestNaturalAreas
53.1067084525417,14.313579996173477,AgriculturalArea
40.933335807283704,-6.566800395568795,ForestNaturalAreas
53.06216784948209,17.820156841672368,AgriculturalArea
37.70736306616076,-23.12269810809992,AgriculturalArea
43.639328223322906,-5.933628694722236,AgriculturalArea
48.76133013824147,1.7128112767319146,AgriculturalArea
43.71047221210108,-4.024992344051276,ForestNaturalAreas
49.7080462384614,-6.240072833161331,AgriculturalArea
66.57078517660882,20.86576765484585,ForestNaturalAreas
49.615852037012665,6.846877127307319,Water
39.150939453903895,37.368368012151656,AgriculturalArea
38.83453881808797,12.127340745754394,AgriculturalArea
66.47181533410779,-8.601315646148688,Wetlands
37.95229797238989,32.16705546829668,ForestNaturalAreas
52.42671748272864,7.303333453143401,AgriculturalArea
41.963948587989194,7.816366062572839,ForestNaturalAreas
47.0631065644749,-6.354553785211239,AgriculturalArea
46.0657879644417,9.715881726094487,ForestNaturalAreas
46.31525647436225,-6.62904179627776,AgriculturalArea
66.47793307201032,-4.286433995394021,ForestNaturalAreas
48.92085721074485,10.969074111924806,AgriculturalArea
48.78563267932878,10.453133846186514,ArtificialSurfaces
41.89643228046471,14.689707386628871,AgriculturalArea
42.87565443844079,2.2273120907469925,AgriculturalArea
51.66399678607199,28.7824159501524,Water
37.366862889122885,-22.955687481365608,AgriculturalArea
38.15612903375429,33.1122193718647,AgriculturalArea
49.93544563413628,-4.03779309885922,AgriculturalArea
43.65545352005236,13.517412558341263,ForestNaturalAreas
52.21885115303557,19.742037237890884,AgriculturalArea
41.725345050984295,2.394979546961275,ForestNaturalAreas
54.31110568703072,-15.217112671414451,AgriculturalArea
50.8422248959,-6.720007068916724,ForestNaturalAreas
41.75331057445164,7.943268777401803,ForestNaturalAreas
